bio,date,device,followers,following,location,query_type,screen_name,tweet
b'rebel without a cause',Mon Feb 17 20:33:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",270.0,273.0,915 Chucotown,Bloomberg,b'LostInTheSaul',"b""If you think mean tweets are offensive, wait until you hear about Mike Bloomberg's 30-year history of racism and misogyny... https://t.co/hcOGRcCY1v https://t.co/1sbUiekgA1"""
"b'Democrat, Detroit Tigers, Pistons, and Lions fan, hip-hop fan, moviegoer, non-religious, video gamer'",Tue Feb 18 01:38:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1261.0,1275.0,"Ferndale, MI",Warren,b'AndreWillingha2',b'HUGE NEWS: New Data Progress Poll for Nevada shows Bernie leading in a Dominating 1st Place in the State.\n\nTOP CANDIDATES % SUPPORT:\n\n- Bernie Sanders 35%\n- Liz Warren 16%\n- Pete Buttigieg 15%\n- Joe Biden 14%\n- Tom Steyer 10%\n- Amy Klobuchar 9%\n\nKEEP FIGHT &amp; BERNIE WILL WIN!'
b'',Mon Feb 17 20:23:06 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",19.0,141.0,The Là,Bloomberg,b'gorgeousb82',"b""For Bloomberg supporters (or those of you who, deep down, know you will be but aren't prepared to come out of the closet yet), a genuine question:\n\n* Do you disbelieve that a huge portion of the left will refuse to vote for him, or do you believe he can win despite that?"""
"b'I am the artist formerly known as Jack Shet.  Retired rockabilly God, drummer, and wise guy.'",Mon Feb 17 20:52:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",625.0,877.0,Everywhere,Buttigieg,b'TheeOtherBIll',"b'@awgaffney The phenomenon exists. From abuse directed at other politicians, to Fred Guttenberg, to Ady Barkin, to totally random twitter users. The Culinary Union. The WFP. A prominent Bernie supporter posted a meme of a rape/torture scene from Salo w/ reference to Buttigieg.'"
"b""Secret account of famous person. Guess who\xf0\x9f\x98\x83. Here to troll, it's never that serious.""",Tue Feb 18 04:42:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.0,95.0,,Sanders,b'DonQuix85296557',"b'@LPDonovan It moves the story line to more favorable ground; Bloomberg standing up to Bernie bro harrasment. Many people have had bad online experience with sander supporters will rally to his side, view Sanders as the dem version of Trump and condition themselves to ignore critics.'"
b'Just give me a good beat and words that speak to my soul. \xf0\x9f\x8e\xa7 \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88',Tue Feb 18 01:21:41 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",110.0,514.0,"Kenmore, NY",Klobuchar,b'_ErinNaughton_',"b'We could have had Hillary in 2016. \n\nWe could have had Kamala in 2019. \n\nWe can STILL have Liz warren or Klobuchar but don\xe2\x80\x99t look to women who are not running to save you from this mess. \n\nWe always want to pick the woman who is not running, why not pick one who still is?'"
"b'Stay at home mother of 2 | Passionate about public education, reproductive rights, and social justice | Democratic Socialist | Prolific Retweeter #Bernie2020'",Mon Feb 17 22:54:56 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1363.0,2989.0,Massachusetts via Ohio,Bloomberg,b'dizzyeyes',b'Bloomberg cut off access to the best housing subsidy because his people told him (w no evidence) it was drawing people into shelter (which wasn\xe2\x80\x99t true). He replaced it w a lousy one &amp; cut that off too. That\xe2\x80\x99s why we have so many people in shelter today https://t.co/AtXReKInc5'
b'',Mon Feb 17 14:50:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",114.0,283.0,,Sanders,b'aggyp',"b""Yo he endorsed SCOTT BROWN against ELIZABETH WARREN!\n\nComparing oligarch Mike Bloomberg to Wall Street's top 2 enemies Warren and Sanders is NONSENSE\n\nMike Bloomberg doesn't believe in a party.\n\nHe's a narcissistic political nihilist who uses his wealth for personal power. PERIOD https://t.co/beMzzJ6Jsx"""
"b""I'm all in 4 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8, life, liberty, equality, prosperity, security, justice, truth, \xf0\x9f\x92\x99\xf0\x9f\x92\x9c\xe2\x9d\xa4, happiness 4\xf0\x9f\x8c\x88ALL\xf0\x9f\x8c\x8e.\n\xf0\x9f\x94\xacfrom1999.\n\xe2\x98\xaf\xef\xb8\x8f#Vote4Democrats\xf0\x9f\xa6\x8b\n#Biden2020 #TeamJoe""",Mon Feb 17 23:22:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9782.0,6327.0,"Chicago, IL, USA",Biden,b'Solutioneer72',"b'Today is a fitting day to announce my endorsement for President, my friend @JoeBiden. North Carolina, join me and  #TeamJoe. See full endorsement:  https://t.co/bLtSJoKNNG https://t.co/zhbq2Br91Q'"
b'My two cents',Mon Feb 17 18:19:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1320.0,1375.0,The Third Rock From Sol,Buttigieg,b'Reggie51060962',"b'Pete Buttigieg wants to FORCE Americans to directly pay for killing babies in abortions.\n\nInstead of helping pregnant women, he wants to make Americans fund killing their children.\n\nNo @PeteButtigieg...\n\nNo one should EVER be forced to pay for abortion!\n\nhttps://t.co/aXYdZNaDmh'"
"b""UNLV Graduate. Former Specialist in Army Intelligence. Independent. I like to rate things so that's what I do.""",Tue Feb 18 02:24:05 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",682.0,190.0,Las Vegas,Klobuchar,b'KC_WarEagle1',b'Great column by @CalThomas illustrating how the media determines who in politics is considered \xe2\x80\x9cmoderate\xe2\x80\x9d - Moderate wing of Democratic Party returns but no room for pro-lifers\nVia @WashTimes \nhttps://t.co/oqkaHDTy6m'
b'My two cents',Mon Feb 17 15:18:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1320.0,1375.0,The Third Rock From Sol,Buttigieg,b'Reggie51060962',"b'Hey @PeteButtigieg \n\nYou don\'t want to be ""lectured on family values""\n\nBut you think the Bible allows killing babies in abortions.\n\nSo here\'s the truth:\n\n\xe2\x80\x9cYou shall not murder.\xe2\x80\x9d (Matthew 19:18)\n\n\xe2\x80\x9cBefore I formed you in the womb I knew you."" (Jeremiah 1:5)\n\nhttps://t.co/jVkEHGFIwr'"
"b'Christian,Patriot,Pro-Life,#1A,#2A,Build the Wall, No Refugees. Stands with Israel. God bless Donald Trump, and Mike Pence. #MAGA! #KAG! DMs,Lists=Block.'",Mon Feb 17 00:16:15 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",9565.0,10046.0,,Klobuchar,b'SteveAn1012',"b'Will the Radical Dems still permit us to speak English in our homes?  Klobuchar says English should not be US national language, reversing from prior vote https://t.co/e9l1dNYuJS'"
"b'an inbox zero gal. @Mike2020. Formerly @pramana DC, comms across Clintonland, new media @USTreasury. Dolly is my idol. Diet Coke runs through my veins. she/her'",Tue Feb 18 04:57:26 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1151.0,571.0,,Bloomberg,b'erikagudmundson',b'from the great Geoffrey Canada: @MikeBloomberg has best plan to close the achievement gap in our schools https://t.co/DeeHnOwNx6 via @theGrio'
b'',Tue Feb 18 02:56:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",123.0,551.0,,Sanders,b'pattiarchi_usa',"b""\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nOoops\n\nfight at the @BernieSanders '  rally\n\nhttps://t.co/KQalKkZaMD"""
"b'Thirst traps, memes and political shit'",Mon Feb 17 15:30:44 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1164.0,614.0,"Saint Mary’s Convent, Budapest",Biden,b'StevenAvocado',"b'#CNN  - 2/16/20 - Dalhi Myers, Vice-Chair of Richland County Council, ex-#Biden supporter who switch to #BernieSanders \n\n1/2 https://t.co/nKaCvgYIIp'"
b'feelin cute might delete later',Tue Feb 18 04:57:27 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",99.0,667.0,"Yarmouth Port, MA",Warren,b'ManielDcDuffin',b'@VABVOX @michelleetc26 Vote Liz Warren maybe she\xe2\x80\x99ll come in mike third or fourth if you\xe2\x80\x99re lucky'
b'just a human on twitter',Tue Feb 18 04:21:14 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",399.0,1123.0,,Biden,b'gratefulsugaree',"b""Fmr VP @JoeBiden held a fundraiser tonight at the Denver home of Ken Salazar, the former Senator and oil &amp; gas attorney. Biden's team declined our interview request and he did not speak to journalists outside the fundraiser. #copolitics #9NEWS"""
b'THE TIME IS NOW !',Mon Feb 17 15:57:20 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",505.0,115.0,,Bloomberg,b'Acappella883',"b'Fantastic news!!! Even a few Democrats joined in opposition! When the people push back, Bloomberg\xe2\x80\x99s money loses its influence. #2A https://t.co/BS1NbHQiFV'"
"b""I try to see and say things that need seeing and saying. \xe2\x80\xa2 I believe in the semantic web. I just don't know what that means.""",Mon Feb 17 04:00:35 +0000 2020,"<a href=""http://citepoint.net/voicefeed"" rel=""nofollow"">VoiceFeed</a>",24798.0,2128.0,South F-ing Florida,Warren,b'Shoq',"b""I don't like Bernie.\n\nI don't like Bloomberg and Steyer buying their way to the nomination.\n\nI don't like how Warren has done some of the things she's done.\n\nBut you know what?\n\nI am NOT going to let Trump get re-elected.\n\nI am not going to let our country be destroyed."""
b'',Tue Feb 18 05:27:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",375.0,860.0,,Buttigieg,b'DavidBLong4',"b'@EJDionne @PeteButtigieg @commonwealmag A fascinating  article.  If people  read objectively, it digs deeply into Buttigieg.  The writer  has an ability to peer inside and gives a true presentation  of Pete.\nConstructive criticism, positive  reinforcement.'"
"b""B.A. History, St. Olaf College '16 Sometimes I say things that may be worth reading.""",Mon Feb 17 19:00:08 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",569.0,418.0,"St. Paul, Minnesota",Klobuchar,b'SeamusWalsh2',b'California average as of today\n\xe2\x9e\x96\xe2\x9e\x96\xe2\x9e\x96\nBernie 27.3%\nBloomberg 13.3%\nBiden 13.1%\nWarren 12.7%\nButtigieg 10.5%\nKlobuchar 4.4%\nSteyer 2.6%\n\nBernie has a very good chance of getting every single delegate in California!\n\n#HELLOSomebody #Bernie2020 #NotMeUs https://t.co/aqKf1lIXxA'
b'',Tue Feb 18 05:26:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",292.0,392.0,WhK142p RRKx22 G5hyne,Sanders,b'Bryndan600_',b'Emmanuel Sanders spitting facts to the 49ers WRs https://t.co/whE6LSBd7F'
b'Beth\xe2\x80\x99s private account',Tue Feb 18 05:27:12 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",74.0,58.0,"Philadelphia, PA",Buttigieg,b'OsagameBeth',b'#PresidentWarren can unite the party\n\nNo one else can do that \n\nBernie loses the moderates\n\nButtigieg/Biden/Bloomberg/Klobuchar loses the progressives\n\nOnly #PresidentWarren can bridge the gap https://t.co/4KIH6CJLH3'
b'\xf0\x9f\x90\xa3Lived in Det. Moved to NY.  Love my family. Love my dog.\xf0\x9f\x90\xa5',Tue Feb 18 01:56:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5363.0,5172.0,,Bloomberg,b'Joan1Barb',"b""Victor Davis Hanson, farmer and academic, is going off on Mike Bloomberg's shocking ignorance about farming and it's pretty amazing. On Tucker Carlson Tonight."""
b'\xf0\x9f\x94\xaeMarianne deserved better \xf0\x9f\x94\xae| Anarcho-Communist NBA Fan | Bernie Sanders stan | he/him',Tue Feb 18 05:22:23 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",431.0,1366.0,,Warren,b'ClayHartedGhoul',"b'\xe2\x80\x9cBernie supporters are deplorables.\xe2\x80\x9d- Elizabeth Warren, basically. https://t.co/bSrAXPJIjm'"
"b'Life is good, change is part of it, buckle up your seatbelt, this ride will be bumpy.'",Mon Feb 17 19:20:58 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1026.0,978.0,,Biden,b'Hogan7241',"b'MSNBC\xe2\x80\x99s Andrea Mitchell lying about Bernie supporters, accusing them of bringing a coffin to Biden\xe2\x80\x99s fundraiser. The group that did it, @nychange, has not backed Bernie. https://t.co/WACYUvgeoK'"
b'Garnet & Black all the way. Proud to be a Gamecock!',Tue Feb 18 05:16:16 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",588.0,2080.0,"Spartanburg, South Carolina",Sanders,b'thriftdonman',b'Bernie Sanders after once visiting the Soviet Union said that \xe2\x80\x9cthe people seem reasonably happy and content. I didn\xe2\x80\x99t notice much depravation.\xe2\x80\x9d \n https://t.co/jBAwzsPMD0'
"b'Employment/sports law and policy wonk, sci-fi fan, former EWO and JAG'",Mon Feb 17 12:04:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",439.0,423.0,,Buttigieg,b'LouMichels',b'Swedish social democrats are Gramscians. Like most Euro left. No wonder he likes Buttigieg and finds Bernie and his Trots are from a different era. https://t.co/Iw5ST08Rh0'
"b'Humanist.  Progressive.  Introvert.  Respect and value all people.  Educate yourselves and join the modern world.  Live for the future, not the past.'",Tue Feb 18 04:58:13 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3144.0,3839.0,"Connecticut, USA",Biden,b'ltanner70',"b""@tedcruz #OkTraitor\n\nWithholding of military aid contingent on a Biden/server investigation was #extortion.\n\n@WhiteHouse meeting contingent upon public announcement of investigation was #bribery.\n\nAltogether it's #Treason. https://t.co/1xP0B7On4T"""
"b'Earlham College Grad, major in Economics, minor in education.'",Tue Feb 18 01:30:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",553.0,844.0,Indiana,Warren,b'VAmilholland',b'Elizabeth Warren Claims Two Men In Colonial Outfits Assaulted Her With Smallpox-Infested Blankets https://t.co/1Y9uDS9WNt'
"b""Twitter is a Hellsite and I'm here to Burn\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5  \n\nYIMBY\xf0\x9f\x8f\x97\xef\xb8\x8f\xf0\x9f\x8f\x98\xef\xb8\x8f, Transportation \xf0\x9f\x9a\x84\xf0\x9f\x9a\x8b\xf0\x9f\x9a\x8c Law & Justice\xf0\x9f\x8f\x9b\xef\xb8\x8f\xf0\x9f\x9a\x93 History\xf0\x9f\x93\x95 \n\nGo Bears! \xf0\x9f\x90\xbb\xf0\x9f\x92\x9b\xf0\x9f\x92\x99""",Tue Feb 18 02:15:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",375.0,2454.0,California 😎,Buttigieg,b'what_ntarnation',"b'What happens when you cross a campaign:\n\nBernie: Unemployed early 30s journalists dox you\nKlobuchar: Stapler to the head\nButtigieg: A sentient Ralph Lauren mannequin writes you a letter\nBiden: ""Now look here, pal""\n\nBloomberg: Millions spent on campaign ad to ruin your life'"
"b""Aut vincere aut mori. | QB, UPenn Engineering '22 | Peruvian American \xf0\x9f\x87\xb5\xf0\x9f\x87\xaa \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nCheck out my podcast @FallacyAmerican\n#Yang2020""",Tue Feb 18 05:09:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",476.0,1090.0,"Philadelphia, PA",Klobuchar,b'crdec123',b'Amy Klobuchar is the \xe2\x80\x9csalad candidate\xe2\x80\x9d from hidden valley ranch dressing campaign colors to getting interns to clean her salad eating combs.\n\nGiven her hair also being built for blizzards too I think shall now call Amy Klobuchar: \xe2\x80\x9cIceberg Lettuce\xe2\x80\x9d. https://t.co/vgYp3dvs1N'
"b'\xf0\x9f\x8c\x8e\xf0\x9f\x8c\xac\xf0\x9f\x94\xa5\xf0\x9f\x92\xa7\xf0\x9f\x8c\xb2\xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x90\x9d\xe2\x99\xbb\xef\xb8\x8f\xf0\x9f\x92\x9a\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc\xe2\x9c\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x96\x96\xf0\x9f\x8f\xbc ""It is horrifying that we have to fight our own government to save the environment."" - Ansel Adams \xf0\x9f\x96\x96\xf0\x9f\x8f\xbc\xe2\x9c\x8c\xf0\x9f\x8f\xbc\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc\xf0\x9f\x92\x9a\xf0\x9f\x90\x9d\xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb2\xf0\x9f\x92\xa7\xf0\x9f\x94\xa5\xf0\x9f\x8c\xac\xf0\x9f\x8c\x8d\xf0\x9f\x8c\xbe\xf0\x9f\x8c\xb9'",Tue Feb 18 05:41:30 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2305.0,4948.0,New England,Sanders,b'JMooreBoston',"b""Sanders turned out around 10k people in Richmond, CA today and about 17k in Tacoma but at Wednesday's debate Jon Ralston is only going to ask him to condemn BoneDick69420 for sending the Nevada Independent's Twitter account pig poop balls"""
"b'Christian, Mother of 4 Grandmother of 11, All registered to vote for Trump #MAGA #Love our President #Trump2020 This is not a dating site!'",Mon Dec 30 16:09:53 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2180.0,2424.0,,Biden,b'SylviaMagee4',"b'@realDonaldTrump @SteveScalise @DonaldJTrumpJr @parscale @davidgregory QUID PRO JOE BIDEN CAUGHT IN LIES\nMTP @davidgregory calling him out on\non promises made promises broken\n\xf0\x9f\x92\xa5UNEMPLOYMENT WENT UP\xf0\x9f\x92\xa5\n\xf0\x9f\x93\xbaWATCH JOE LIE LIE LIE LIE LIE\n- June 15, 2009 part 2\xe2\x83\xa3\n@realDonaldTrump #KAG #MTP https://t.co/JJf7d0iItz'"
"b'\xf0\x9f\x8d\x83\xf0\x9f\x8c\xbf hello, earth dwellers (she/her)'",Tue Feb 18 05:42:27 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1250.0,469.0,Lost in my mind,Warren,b'intp_lola',b'#PresidentWarren because Warren is tailor made for this fork in the road that our country is at.'
b'',Sun Feb 16 22:09:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5.0,0.0,,Buttigieg,b'Bill93922999',"b'Really impressive work on Twitter today, @timmarchman, @drewmagary, @DavidKlion and others. You successfully made a random dude from Nigeria delete his Twitter account.\n\nAnd it\xe2\x80\x99s the MAGA crowd who are the dumb conspiracy theorists? https://t.co/X1PocuR1Il https://t.co/Gwe50sKyXt'"
"b'Love old time rock n roll ,Motown music and Adam Lambert! Will not tolerate hate!'",Tue Feb 18 05:42:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4057.0,4808.0,,Klobuchar,b'paperrosie53',"b'According to GovTrack, Klobuchar passed more legislation than any other senator by the end of the 114th Congress in late 2016. According to https://t.co/g59qFeQIqK, as of December 16, 2018, she had sponsored or co-sponsored 111 pieces of legislation that became law. https://t.co/RgiO6yyjFo'"
b'1st Assistant Director. Loves cinema /golf nut/ just want a fairer society /hate injustice',Tue Feb 18 04:56:04 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1137.0,1748.0,"South East, England",Sanders,b'brucejackson',"b'Poll: Sanders holds 19-point lead in Nevada\nSanders held an overwhelming advantage among voters under age 45, who backed him at 64%, and Hispanic voters, who supported him at 66%. No other candidate registered in the double digits for Hispanic support.  https://t.co/57FNRrkSaH'"
"b'Proud member of The Sons of the Republic of Texas, Conservative, Christian, Husband. Living in SoCal for the sheer joy of it (And to go to Disneyland often)!'",Tue Feb 18 05:21:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1249.0,1944.0,Just north of San Diego,Biden,b'Visigoth5157',b'Joe Biden: \xe2\x80\x9cI \xe2\x80\x98Absolutely\xe2\x80\x99 Believe AG Barr Should Resign\xe2\x80\x9d  \xe2\x80\x94 WHY JOE? SO YOU AND HUNTER CAN ESCAPE CRIMINAL PROSECUTION https://t.co/TVWHM7Roni'
"b'Husband, Father, Gamer, Progressive, Information Security Architect. He/Him.'",Tue Feb 18 05:42:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",33.0,290.0,"Dubuque, IA",Bloomberg,b'hhooven4',"b'@MaineSocialist Still better than Bloomberg, though.'"
b'Proud member of the #RESISTANCE. Unabashed opinion giver. Speak your mind! #FBR',Mon Feb 17 05:07:32 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2314.0,2905.0,,Buttigieg,b'TinaKris44',"b""@ProudResister I, personally, haven't written off Warren, like you did, nor have I written off Buttigieg, Klobachar, or Biden. At this time, I simply am not sold on Bernie and his rabid supporters are turning me sour. If he chooses Tulsi for VP, we're all done for."""
"b'Retired USAF Pararescue\xf0\x9f\x92\x9c, born & raised in HTown, TX now living in ATX #HookEm\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbd#AnyoneButTrump2020\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #VeteransAgainstTrump\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #VeteranForBiden\xf0\x9f\x87\xba\xf0\x9f\x87\xb8'",Thu Feb 13 19:35:22 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",627.0,1550.0,"Austin, TX",Klobuchar,b'bighecTX',b'Las Vegas Weekly dual-endorses Amy Klobuchar and Joe Biden for president.\n\nhttps://t.co/esZlcFI8I6'
"b""Somebody has to do something, and it's just incredibly pathetic that it has to be us. ~ Jerry Garcia""",Tue Feb 18 04:05:52 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",257.0,335.0,,Sanders,b'DeadHead__',"b'Warren Vs. Sanders event, both today. https://t.co/v4TKNyEp2L'"
b'',Mon Feb 17 23:18:02 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",224.0,730.0,"Bayreuth, Germany",Bloomberg,b'saum__',"b""Supporting Bloomberg in the primary is an easy way to let people know that if Trump had just called himself a Dem you'd be wearing a MAGA hat right now."""
b'Litigator & First Amendment lawyer. Citizen. Progressive. Voter. #Warren2020',Tue Feb 18 05:33:20 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",797.0,512.0,"Seattle, WA",Warren,b'jlgoldmankeen',b'Proud to be a Latina for Warren https://t.co/yTG4pbzlh9'
"b'\xf0\x9f\x96\x90\xf0\x9f\x8f\xbd\xe2\x80\x9dLet the Beauty we Love, Be What We Do.\xe2\x80\x9d\xf0\x9f\x8c\xb9\xe2\x80\x9cLead, Follow or Get the Hell Out of the Way.\xe2\x80\x9d\xf0\x9f\x8c\x8a  #BeTheBridge #HandMarkedPaperBallots \xe2\x9c\x8d\xf0\x9f\x8f\xbb RT/Likes\xe2\x89\xa0Endorse'",Mon Feb 17 18:33:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3310.0,4947.0,Earth via Periscope,Biden,b'Enlighten__Up',"b'""I saw him as he advised and supported President Obama through some of the biggest issues facing our nation. He did so with intelligence, heart, strength, humility and skill.  \n\nThat\xe2\x80\x99s why I am endorsing Joe Biden for President."" \n\nSec. Foxx joins #TeamJoe! https://t.co/wNTsFydjbs'"
b'Unbiased news despite the media censorship!  #Omnivore #YBLS\n #BlackHistoryMonth #Blexit heading towards #BlackSuccess #BlackTwitter #WalkAway #BlackPower #Woke',Mon Feb 17 16:23:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2490.0,1638.0,United States,Bloomberg,b'BlackNews4Real',b'\xe2\x80\x98You gonna feed him questions too\xe2\x80\x99? \n\nDonna Brazile squeeing over Bloomberg ad attacking Bernie supporters does NOT go well\xe2\x86\x98\xef\xb8\x8f\nhttps://t.co/JirU6AuAj3'
b'I am a 62 y/o RN boomer from the State of Kansas. #StillSanders #NotMeUs #GND #M4A #PresidentSanders #ITrustBernie #BernieOrBust #NeverPete',Mon Feb 17 17:13:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3961.0,5001.0,"Kansas, USA",Bloomberg,b'rjhenning2016',"b'If you\xe2\x80\x99re more upset about Bernie\xe2\x80\x99s online supporters than you are about Bloomberg buying superdelegates and endorsements, \n\nYou are the problem.'"
"b'#NotMeUs #Bernie2020 *The Revolution Will Not Be Televised.* My goal is to change the world, one line and one rhyme at a time. I follow my Bernie Fam #BigUs'",Mon Feb 17 23:53:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",763.0,1788.0,,Klobuchar,b'AaronMohammed33',"b'Amy Klobuchar says she\'d support Bloomberg for president and he ""should be on"" the debate stage https://t.co/S1AMtWFHwm - Neoliberals got each other\'s backs.'"
b'\xe2\x9a\xa1#DemocratButWithSpine #DBWS\xe2\x9a\xa1\n#AOC2028\xf0\x9f\x8c\x8a\n#AOCDBWS\xf0\x9f\x8c\x8a\xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\xe2\x9e\xa1#Trexit2019\xe2\xac\x85\xef\xb8\x8f\n\xe2\x9e\xa1\xef\xb8\x8f#DBWS2020\xe2\xac\x85\xef\xb8\x8f\n#RudyColludy\n#KochWhore\n#MohammadBoneSaw\n#FHOTUS 1stHo\n#FecklessStunt\xf0\x9f\x92\x83',Tue Feb 18 04:49:31 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3278.0,5002.0, NY State in a place f/k/a USA,Sanders,b'DwaneKSmith',"b'Bloomberg is not the enemy. \nBernie Sanders is not the enemy.\nBiden is not the enemy.\nNeither is Warren, Klobuchar, or Yang. \n\nThe enemy is Trump.  Period. \nThe GOP is counting on Democrats turning on each other because it will help Trump.\nSo stop it.'"
